_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one,choose_one:confidence,choose_one_gold,predicted,text_no_rt,tweet
204691924,false,finalized,3,10/3/2012 23:24:52,Personal only,1.0,,Personal message,Where yall seeing this tornado shit at?&lt;&lt;&lt;It was on the Weather Channel,RT @CBazzTheGreat: Where yall seeing this tornado shit at?&lt;&lt;&lt;It was on the Weather Channel
204691925,false,finalized,3,10/6/2012 02:49:44,Informative (Direct or Indirect),1.0,,Personal message,MAJOR storms and even more tornado's here in OKC.,MAJOR storms and even more tornado's here in OKC.
204691926,false,finalized,3,10/3/2012 14:14:22,Informative (Direct or Indirect),0.6616,,Informative (Direct),Recognise the signs of shock cold pale clammy skin confusion raised heartbeat and breathing #1stAid4 #okwx #Joplin,RT @HighPeak1stAid: Recognise the signs of shock cold pale clammy skin confusion raised heartbeat and breathing #1stAid4 #okwx #Joplin
204691927,false,finalized,3,10/5/2012 03:22:20,Informative (Indirect),0.369,,Personal message,Context: The massive tornado that destroyed Greensburg KS only killed 11 people. 11. #Joplin,Context: The massive tornado that destroyed Greensburg KS only killed 11 people. 11. #Joplin
204691928,false,finalized,4,10/5/2012 00:38:28,Informative (Direct or Indirect),0.7491,,Informative (Direct),7:31 Bartlesville is now under a tornado warning,7:31 Bartlesville is now under a tornado warning
204691929,false,finalized,3,10/6/2012 02:45:17,Informative (Direct or Indirect),1.0,,Informative (Direct),7:31 Bartlesville is now under a tornado warning,7:31 Bartlesville is now under a tornado warning
204691930,false,finalized,6,10/5/2012 03:06:03,Personal only,0.4991,,Personal message,Well hell. Looks like we're right in the path of at least one #tornado. That kinda sucks.,Well hell. Looks like we're right in the path of at least one #tornado. That kinda sucks.
204691931,false,finalized,7,10/4/2012 07:51:38,Personal only,0.5728,,Personal message,Freaking scared. #tornado????,RT @HayHag: Freaking scared. #tornado????
204691932,false,finalized,3,10/5/2012 14:43:04,Personal only,1.0,,Personal message,Sorry folks but Jim Cantore's orgiastic storm coverage is a #fail. He's an ambulance chaser without the legitimacy.  #tornado #tcot #twc,Sorry folks but Jim Cantore's orgiastic storm coverage is a #fail. He's an ambulance chaser without the legitimacy.  #tornado #tcot #twc
204691933,false,finalized,3,10/6/2012 03:00:59,Personal only,0.6279,,Personal message,The Gazette's Vortex or the multi-vortex tornado? Is this a coincidence?,The Gazette's Vortex or the multi-vortex tornado? Is this a coincidence?
204691934,false,finalized,3,10/4/2012 15:22:53,Informative (Indirect),0.6834,,Other,Joplin is under another tornado watch. That's all MO does when it's warm. Please continue to pray for them!,Joplin is under another tornado watch. That's all MO does when it's warm. Please continue to pray for them!
204691935,false,finalized,5,10/3/2012 20:39:33,Informative (Direct or Indirect),0.6138,,Informative (Direct),Wait a new one or they changed the rating for Sundays tornado?  RT @lexipodolski Joplin updated.. rated an EF5.. wow.,Wait a new one or they changed the rating for Sundays tornado?  RT @lexipodolski Joplin updated.. rated an EF5.. wow.
204691936,false,finalized,3,10/5/2012 14:36:43,Informative (Indirect),0.658,,Informative (Direct),Thank you mid-Missouri! We just hit $110000 for Red Cross Joplin relief. Call 573 644 6440. #Joplin #Telethon,Thank you mid-Missouri! We just hit $110000 for Red Cross Joplin relief. Call 573 644 6440. #Joplin #Telethon
204691937,false,finalized,3,10/3/2012 14:23:29,Informative (Direct or Indirect),0.3641,,Personal message,"this is crazy. it's a disaster with play-by-play. ""there's a barn gone"" of the tornado. live streaming continues http ...","RT @dannysullivan: this is crazy. it's a disaster with play-by-play. ""there's a barn gone"" of the tornado. live streaming continues http ..."
204691938,false,finalized,3,10/6/2012 03:35:30,Personal only,0.6453,,Personal message,Hell of a tornado.  Biblical proportions.  Maybe that was the End of Days preacher was predicting.  Practice cataclysm.  Maybe?  Plausible!,Hell of a tornado.  Biblical proportions.  Maybe that was the End of Days preacher was predicting.  Practice cataclysm.  Maybe?  Plausible!
204691939,false,finalized,5,10/5/2012 03:22:20,Informative (Indirect),0.8105,,Personal message,DTN USA: Two dead from Oklahoma tornado: OKLAHOMA CITY (Reuters) - Two people died when a tornado struck El Reno... http://bit.ly/mohQ9I,DTN USA: Two dead from Oklahoma tornado: OKLAHOMA CITY (Reuters) - Two people died when a tornado struck El Reno... http://bit.ly/mohQ9I
204691940,false,finalized,5,10/5/2012 03:54:20,Informative (Indirect),0.8187,,Personal message,Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...,RT @CNN: Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...
204691941,false,finalized,6,10/5/2012 02:52:18,Informative (Direct or Indirect),0.6864,,Personal message,Ranger fans getting moved out of the upper decks due to high winds and tornado warning.,Ranger fans getting moved out of the upper decks due to high winds and tornado warning.
204691942,false,finalized,3,10/6/2012 00:43:05,Personal only,0.6664,,Personal message,First person footage of the tornado. Soooooo scary,First person footage of the tornado. Soooooo scary
204691943,false,finalized,3,10/4/2012 15:30:58,Informative (Direct or Indirect),0.6516,,Other,Tornado in Oklahoma keh?,Tornado in Oklahoma keh?
204691944,false,finalized,3,10/6/2012 01:51:01,Informative (Direct or Indirect),0.3722,,Other,@WxChris2011 Arlington Texas?!? #tornado,@WxChris2011 Arlington Texas?!? #tornado
204691945,false,finalized,3,10/6/2012 03:08:34,Informative (Direct or Indirect),0.6632,,Informative (Direct),I guess it's time to get out my ruby slippers.  [Tornado Watch in effect for Wyandotte County #ksstorms],I guess it's time to get out my ruby slippers.  [Tornado Watch in effect for Wyandotte County #ksstorms]
204691946,false,finalized,3,10/5/2012 04:06:08,Personal only,1.0,,Personal message,Tornado watch eh? ... Way to take away the focus off the Bulls game! #letsgobulls,Tornado watch eh? ... Way to take away the focus off the Bulls game! #letsgobulls
204691947,false,finalized,3,10/5/2012 21:33:05,Personal only,0.6389,,Personal message,Hail and sunshine. Perfect ingredients for a tornado... the hail melted fast,Hail and sunshine. Perfect ingredients for a tornado... the hail melted fast
204691948,false,finalized,3,10/5/2012 04:05:19,Personal only,1.0,,Informative (Direct),please pray for the tornado victims.. PLEASE..,RT @ddlovato: please pray for the tornado victims.. PLEASE..
204691949,false,finalized,4,10/5/2012 01:12:34,Informative (Indirect),0.5054,,Personal message,Taylor Swift raises money for tornado victims http://fb.me/YroiRXx5,Taylor Swift raises money for tornado victims http://fb.me/YroiRXx5
204691950,false,finalized,4,10/5/2012 03:06:03,Informative (Indirect),0.5079,,Informative (Direct),Watching @lawrence & they said Eric Cantor wants to block aid to #joplin. Is that true? Joplin needs all we can send.,RT @anitasantiago Watching @lawrence & they said Eric Cantor wants to block aid to #joplin. Is that true? Joplin needs all we can send.
204691951,false,finalized,3,10/5/2012 03:56:40,Personal only,0.6854,,Informative (Direct),@JenniLoLo Eric Cantor says no aid for #joplin w/o budget cuts. I just googled it. That is a major #fail. I am disgusted by that.,@JenniLoLo Eric Cantor says no aid for #joplin w/o budget cuts. I just googled it. That is a major #fail. I am disgusted by that.
204691952,false,finalized,5,10/5/2012 12:15:59,Informative (Direct or Indirect),0.5841,,Personal message,@mikeballin2011 I heard a damn tornado went through Lima and shit...are yall cool? this weather has been goin ham,@mikeballin2011 I heard a damn tornado went through Lima and shit...are yall cool? this weather has been goin ham
204691953,false,finalized,4,10/4/2012 02:50:09,Informative (Direct or Indirect),0.7692,,Personal message,Joplin is now under tornado watch. It can't happen again can it?,RT @LisaHorne: Joplin is now under tornado watch. It can't happen again can it?
204691954,false,finalized,3,10/4/2012 22:44:51,Informative (Indirect),1.0,,Personal message,Storm center in Norman OK evacuated; workers take shelter as #tornado nears http://on.cnn.com/k1ZN2b,RT @cnnbrk: Storm center in Norman OK evacuated; workers take shelter as #tornado nears http://on.cnn.com/k1ZN2b
204691955,false,finalized,3,10/5/2012 15:37:43,Informative (Direct or Indirect),0.7019,,Personal message,Possible tornado hit Pawhuska. A home was destroyed and many trees down about a mile from the airport.,Possible tornado hit Pawhuska. A home was destroyed and many trees down about a mile from the airport.
204691956,false,finalized,3,10/4/2012 15:30:04,Informative (Direct),0.3577,,Informative (Direct),Tornado watch for Caswell. Be safe!,Tornado watch for Caswell. Be safe!
204691957,false,finalized,3,10/4/2012 23:28:52,Informative (Direct),0.3502,,Personal message,@colexxlynn Looking at the latest radar and all the tornado signatures have been downgraded. Yay!,@colexxlynn Looking at the latest radar and all the tornado signatures have been downgraded. Yay!
204691958,false,finalized,3,10/4/2012 02:50:09,Informative (Direct or Indirect),0.6852,,Informative (Direct),@preety909 hey keep ur eyes to the sky again there's a tornado watch out for the Joplin area tell 3 a.m,@preety909 hey keep ur eyes to the sky again there's a tornado watch out for the Joplin area tell 3 a.m
204691959,false,finalized,3,10/4/2012 17:06:26,Informative (Direct or Indirect),1.0,,Personal message,Damaging wind threat coming into Tulsa OK #tornado #okwx,RT @JimCantore: Damaging wind threat coming into Tulsa OK #tornado #okwx
204691960,false,finalized,3,10/5/2012 13:40:52,Informative (Direct or Indirect),0.3629,,Personal message,Meanwhile watching live coverage of Oklahoma tornado damage.,Meanwhile watching live coverage of Oklahoma tornado damage.
204691961,false,finalized,3,10/3/2012 22:14:00,Informative (Indirect),1.0,,Personal message,Live Radar: Tornado Watch Until 10 PM | NBC Dallas-Fort Worth http://t.co/ZpQ8fqd via @nbcdfwweather,Live Radar: Tornado Watch Until 10 PM | NBC Dallas-Fort Worth http://t.co/ZpQ8fqd via @nbcdfwweather
204691962,false,finalized,3,10/4/2012 15:53:09,Informative (Direct or Indirect),0.6563,,Informative (Direct),Glad I made to Emporia KS before the heavy rains and wind hit. Tornado watch until midnight.,Glad I made to Emporia KS before the heavy rains and wind hit. Tornado watch until midnight.
204691963,false,finalized,3,10/5/2012 13:37:20,Informative (Indirect),0.6408,,Personal message,Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...,RT @CNN: Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...
204691964,false,finalized,3,10/4/2012 17:05:12,Personal only,1.0,,Informative (Direct),UGGGGGGGGHHHHHH IM UNDER TORNADO WARNING UGGGGHHHHH,UGGGGGGGGHHHHHH IM UNDER TORNADO WARNING UGGGGHHHHH
204691965,false,finalized,3,10/3/2012 19:14:06,Informative (Direct),1.0,,Personal message,Tornado's gone. House is safe. Power is out. #howdidpeoplesurvivewithoutelectricity,Tornado's gone. House is safe. Power is out. #howdidpeoplesurvivewithoutelectricity
204691966,false,finalized,3,10/5/2012 08:48:16,Informative (Indirect),0.6597,,Informative (Direct),Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...,RT @CNN: Just In: Storm Prediction Center issues tornado watch for western Missouri; extreme eastern Kansas until 3am CDT; includes city ...
204691967,false,finalized,3,10/5/2012 02:13:50,Informative (Indirect),1.0,,Personal message,AP just sent down a correction: 4 dead in #OKLAHOMA tornado.,AP just sent down a correction: 4 dead in #OKLAHOMA tornado.
204691968,false,finalized,3,10/5/2012 13:38:33,Personal only,1.0,,Informative (Direct),@ddlovato I tweet when my county is under a tornado warning/watch. #Brave Haha.,@ddlovato I tweet when my county is under a tornado warning/watch. #Brave Haha.
204691969,false,finalized,3,10/6/2012 00:41:12,Informative (Direct),0.672,,Informative (Direct),I live in Joplin Mo where the F5 tornado hit 122 dead  On ground for 6 miles. Destroyed hospital high school middle school down town.,I live in Joplin Mo where the F5 tornado hit 122 dead  On ground for 6 miles. Destroyed hospital high school middle school down town.
204691970,false,finalized,6,10/5/2012 04:06:51,Personal only,0.4975,,Informative (Direct),#Joplin theres is no way to describe this.,#Joplin theres is no way to describe this.
204691971,false,finalized,3,10/6/2012 03:19:30,Informative (Direct),0.6376,,Informative (Direct),@liberalcrone So far so good. Did you see the Joplin twister was upgraded to EF5?! And they are under tornado watch again now!,@liberalcrone So far so good. Did you see the Joplin twister was upgraded to EF5?! And they are under tornado watch again now!
204691972,false,finalized,3,10/5/2012 14:35:12,Informative (Direct or Indirect),1.0,,Personal message,Tarrant Country tornado Warning,Tarrant Country tornado Warning
204691973,false,finalized,6,10/4/2012 07:49:49,Personal only,0.4945,,Informative (Direct),tornado headed toward Denton?? I need a helmet.,tornado headed toward Denton?? I need a helmet.
204691974,false,finalized,3,10/4/2012 07:35:52,Informative (Direct),0.6023,,Personal message,Finalize your safety plan now. Make sure your phones are charged. Be prepared for power outages. #okwx,RT @FOX23: Finalize your safety plan now. Make sure your phones are charged. Be prepared for power outages. #okwx
204691975,false,finalized,4,10/4/2012 07:47:24,Informative (Indirect),0.7432,,Personal message,And disturbingly NEW tornado alert just been issued for #Joplin. We'll have all the latest news on @PiersTonight at 9 ...,RT @piersmorgan: And disturbingly NEW tornado alert just been issued for #Joplin. We'll have all the latest news on @PiersTonight at 9 ...
