,category,description,ends,event,headline,messageType,place,senderName,sent,severity,urgency
367,Met,"Missouri River at Plattsmouth affecting Mills and Cass Counties.

Missouri River At Nebraska City affecting Fremont and Otoe
Counties.

Missouri River At Brownville affecting Atchison and Nemaha
Counties.

Missouri River At Rulo affecting Holt and Richardson Counties.
The Flood Warning continues for
The Missouri River At Nebraska City.
* At  9:15 AM Tuesday the stage was 20.7 feet...or 2.7 feet above
flood stage.
* Flood stage is 18.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will continue to fall to a stage of 20.7 feet
by tomorrow morning.
* Impact...at 20.0 feet...Though flooding is already ongoing, this is
the level when flooding starts becoming more impactful, especially
to agricultural areas.",,Flood Warning,Flood Warning issued April 16 at 10:08AM CDT by NWS Omaha/Valley NE,Update,"Fremont, IA; Otoe, NE",NWS Omaha/Valley NE,2019-04-16 15:08:00,Severe,Immediate
368,Met,"Missouri River at Plattsmouth affecting Mills and Cass Counties.

Missouri River At Nebraska City affecting Fremont and Otoe
Counties.

Missouri River At Brownville affecting Atchison and Nemaha
Counties.

Missouri River At Rulo affecting Holt and Richardson Counties.
The Flood Warning continues for
The Missouri River At Brownville.
* At  9:15 AM Tuesday the stage was 36.6 feet...or 2.6 feet above
flood stage.
* Flood stage is 34.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will continue to fall to a stage of 36.6 feet
by tomorrow morning.
* Impact...at 35.0 feet...The parking lot and boat ramp south of
Highway 136 on the Nebraska side are underwater.",,Flood Warning,Flood Warning issued April 16 at 10:08AM CDT by NWS Omaha/Valley NE,Update,"Nemaha, NE; Atchison, MO",NWS Omaha/Valley NE,2019-04-16 15:08:00,Severe,Immediate
369,Met,"Missouri River at Plattsmouth affecting Mills and Cass Counties.

Missouri River At Nebraska City affecting Fremont and Otoe
Counties.

Missouri River At Brownville affecting Atchison and Nemaha
Counties.

Missouri River At Rulo affecting Holt and Richardson Counties.
The Flood Warning continues for
The Missouri River at Plattsmouth.
* At  9:15 AM Tuesday the stage was 27.8 feet...or 1.8 feet above
flood stage.
* Flood stage is 26.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will continue to fall to a stage of 27.8 feet
by late tomorrow morning.
* Impact...at 28.0 feet...The Water Treatment Plant road floods.",,Flood Warning,Flood Warning issued April 16 at 10:08AM CDT by NWS Omaha/Valley NE,Update,"Cass, NE; Mills, IA",NWS Omaha/Valley NE,2019-04-16 15:08:00,Severe,Immediate
346,Met,"Missouri River Near Blair affecting Harrison and Washington
Counties.

Missouri River At Omaha affecting Pottawattamie...Douglas and Sarpy
Counties.
The Flood Advisory continues for
The Missouri River Near Blair.
* until Monday April 29.
* At  9:00 AM Tuesday the stage was 24.9 feet.
* Flood stage is 26.5 feet.
* Forecast...The river will remain near 24.9 feet this afternoon.
* Impact...at 26.5 feet...Flooding is occurring in the Fort Calhoun
area.  This flooding affects several homes and includes County
Roads 34, 47 and 51.
* Impact...at 25.0 feet...Minor flooding occurs at the Fort Calhoun
trailer park.
* Impact...at 23.5 feet...Flooding begins to occur at Wilson Island
State Park.",2019-04-30 00:00:00,Flood Advisory,Flood Advisory issued April 16 at 10:11AM CDT until April 29 at 7:00PM CDT by NWS Omaha/Valley NE,Update,"Harrison, IA; Washington, NE",NWS Omaha/Valley NE,2019-04-16 15:11:00,Minor,Expected
348,Met,"Missouri River Near Blair affecting Harrison and Washington
Counties.

Missouri River At Omaha affecting Pottawattamie...Douglas and Sarpy
Counties.
The Flood Advisory continues for
The Missouri River At Omaha.
* until Monday April 29.
* At  9:45 AM Tuesday the stage was 26.4 feet.
* Flood stage is 29.0 feet.
* Forecast...The river will remain near 26.4 feet this afternoon.
* Impact...at 28.0 feet...At this level most of the flood gates for
the city of Council Bluffs are closed.
* Impact...at 27.0 feet...NP Dodge Park, Freedom Park, Tom Hanafan
Park and Fontenelle Forest begin to flood.
* Impact...at 25.0 feet...A casino parking lot begins to flood along
the Iowa side of the river.  In addition, Haworth Park located in
Bellevue begins to flood.
* Impact...at 21.0 feet...At this level the City of Council Bluffs
begins closing flood gates.
* Impact...at 19.0 feet...At this level, the City of Council Bluffs
begins to close drainage gates that discharge into the river.",2019-04-30 00:00:00,Flood Advisory,Flood Advisory issued April 16 at 10:11AM CDT until April 29 at 7:00PM CDT by NWS Omaha/Valley NE,Update,"Sarpy, NE; Pottawattamie, IA; Douglas, NE",NWS Omaha/Valley NE,2019-04-16 15:11:00,Minor,Expected
365,Met,"Big Muddy River near Murphysboro

.Minor flooding continues along the Big Muddy River near Murphysboro.
Water levels continue to rise and the river is forecast to crest
near 25.0 feet on Thursday morning. The river is forecast to fall
below flood stage early next week.
The Flood Warning continues for
the Big Muddy River near Murphysboro.
* until Monday evening.
* At  9:00 AM Tuesday the stage was 24.4 feet.
* Flood Stage is 22.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will rise to near 25.0 feet by Thursday morning.
The river will fall below flood stage Monday afternoon.
* Impact...At 24.0 Feet...Some minor flooding in S 3rd & Division /
Plum Street area.",2019-04-23 03:00:00,Flood Warning,Flood Warning issued April 16 at 10:08AM CDT until April 22 at 10:00PM CDT by NWS Paducah KY,Update,"Jackson, IL",NWS Paducah KY,2019-04-16 15:08:00,Severe,Immediate
215,Met,"Ohio River at Cairo

.Minor flooding continues along the Ohio River at Cairo. The river
will continue rising to 46.5 feet on Thursday morning. Additional
rises are possible. The flood warning will contiue until further
notice.
The Flood Warning continues for
the Ohio River at Cairo.
* until Friday April 26.
* At 11:00 AM Tuesday the stage was 44.6 feet.
* Flood Stage is 40.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will continue rising to near 46.5 feet by
Thursday morning.",2019-04-26 05:00:00,Flood Warning,Flood Warning issued April 16 at 11:28AM CDT until April 26 at 12:00AM CDT by NWS Paducah KY,Update,"Mississippi, MO; Fulton, KY; Hickman, KY; Alexander, IL; Carlisle, KY; Ballard, KY; Pulaski, IL",NWS Paducah KY,2019-04-16 16:28:00,Severe,Immediate
212,Met,"Mississippi River at Cape Girardeau...Thebes and New Madrid

.Recent heavy rainfall will cause river levels on the Mississippi River
to rise. Moderate flooding is expected to continue at Cape Girardeau and
Thebes with crests expected Thursday at both locations. The river
at New Madrid is expected to rise above minor flood stage Wednesday morning
and crest near 35.5 feet on Friday.
The Flood Warning continues for
the Mississippi River at Thebes
* until further notice.
* At 11:00 AM Tuesday the stage was 37.4 feet.
* Flood Stage is 33.0 feet.
* Moderate flooding is occurring and Moderate flooding is forecast.
* Forecast...The river will continue rising to near 38.0 feet by
Thursday evening.",,Flood Warning,Flood Warning issued April 16 at 11:31AM CDT by NWS Paducah KY,Update,"Scott, MO; Alexander, IL",NWS Paducah KY,2019-04-16 16:31:00,Severe,Immediate
213,Met,"Mississippi River at Cape Girardeau...Thebes and New Madrid

.Recent heavy rainfall will cause river levels on the Mississippi River
to rise. Moderate flooding is expected to continue at Cape Girardeau and
Thebes with crests expected Thursday at both locations. The river
at New Madrid is expected to rise above minor flood stage Wednesday morning
and crest near 35.5 feet on Friday.
The Flood Warning continues for
the Mississippi River at Cape Girardeau
* until further notice.
* At 11:00 AM Tuesday the stage was 38.6 feet.
* Flood Stage is 32.0 feet.
* Moderate flooding is occurring and Moderate flooding is forecast.
* Forecast...The river will continue rising to near 39.0 feet by
Thursday morning.
* Impact...At 38.0 Feet...The flood gate at Broadway closes.",,Flood Warning,Flood Warning issued April 16 at 11:31AM CDT by NWS Paducah KY,Update,"Scott, MO; Union, IL; Alexander, IL; Jackson, IL; Cape Girardeau, MO; Perry, MO",NWS Paducah KY,2019-04-16 16:31:00,Severe,Immediate
214,Met,"Mississippi River at Cape Girardeau...Thebes and New Madrid

.Recent heavy rainfall will cause river levels on the Mississippi River
to rise. Moderate flooding is expected to continue at Cape Girardeau and
Thebes with crests expected Thursday at both locations. The river
at New Madrid is expected to rise above minor flood stage Wednesday morning
and crest near 35.5 feet on Friday.
The Flood Warning continues for
the Mississippi River at New Madrid.
* from Wednesday morning to Wednesday April 24.
* At 11:00 AM Tuesday the stage was 32.8 feet.
* Flood Stage is 34.0 feet.
* Minor flooding is forecast.
* Forecast...Rise above flood stage by tomorrow late morning and
continue to rise to near 35.5 feet by Friday morning.
* Impact...At 34.0 Feet...Minor flooding occurs affecting mainly
bottomland and surrounding low lying areas.",2019-04-24 16:30:00,Flood Warning,Flood Warning issued April 16 at 11:31AM CDT until April 24 at 11:30AM CDT by NWS Paducah KY,Update,"Mississippi, MO; New Madrid, MO; Fulton, KY",NWS Paducah KY,2019-04-16 16:31:00,Severe,Immediate
331,Met,"The National Weather Service in Pendleton Oregon has extended the

* Flood Warning for...
A Dam Floodgate Release in...
Northwestern Umatilla County in northeastern Oregon...

* Until 830 PM PDT Tuesday.

* At 818 AM PDT, reporting gauges indicate a flow of around 1700 cfs
which is still capable of producing minor flooding along the lower
Mckay Creek.",2019-04-17 03:30:00,Flood Warning,Flood Warning issued April 16 at 8:22AM PDT until April 16 at 8:30PM PDT by NWS Pendleton OR,Update,"Umatilla, OR",NWS Pendleton OR,2019-04-16 15:22:00,Severe,Expected
218,Met,"John Day River at Service Creek affecting Wheeler County
The Flood Warning continues for
The John Day River at Service Creek.
* until Tuesday April 23.
* At 8:30 AM Tuesday, the stage was 9.6 feet.
* Flood stage is 11.5 feet.
* Moderate flooding is forecast.
* Forecast...Rise above flood stage Friday afternoon and
continue to rise to near 13.7 feet Sunday. The river is
expected to fall below flood stage Tuesday or Wednesday of next
week.",2019-04-24 01:09:00,Flood Warning,Flood Warning issued April 16 at 9:22AM PDT until April 23 at 6:09PM PDT by NWS Pendleton OR,Update,"Wheeler, OR",NWS Pendleton OR,2019-04-16 16:22:00,Severe,Immediate
40,Met,"John Day River at Service Creek affecting Wheeler County
The Flood Warning continues for
The John Day River at Service Creek.
* until Tuesday April 23.
* At 2:30 PM Tuesday, the stage was 9.6 feet.
* Flood stage is 11.5 feet.
* Moderate flooding is forecast.
* Forecast...Rise above flood stage Friday afternoon and
continue to rise to near 13.7 feet Sunday. The river is
expected to fall below flood stage Tuesday or Wednesday of next
week.",2019-04-23 16:05:00,Flood Warning,Flood Warning issued April 16 at 2:51PM PDT until April 23 at 9:05AM PDT by NWS Pendleton OR,Update,"Wheeler, OR",NWS Pendleton OR,2019-04-16 21:51:00,Severe,Immediate
289,Met,"* WINDS...West 30 to 40 mph with gusts up to 55 mph.

* TIMING...Through late tonight.

* IMPACTS...Difficult driving conditions, especially for larger
vehicles traveling along roads with crosswinds. Light,
unsecured objects may become airborne. Minor tree damage
possible.",2019-04-17 09:00:00,Wind Advisory,Wind Advisory issued April 16 at 7:53AM MST until April 17 at 2:00AM MST by NWS Phoenix AZ,Update,Imperial County Southwest,NWS Phoenix AZ,2019-04-16 15:53:00,Moderate,Expected
290,Met,"* WINDS...West 20 to 30 mph with gusts up to 45 mph.

* TIMING...This afternoon and evening.

* IMPACTS...Difficult driving conditions, especially for larger
vehicles traveling along roads with crosswinds. Light,
unsecured objects may become airborne.",2019-04-17 04:00:00,Wind Advisory,Wind Advisory issued April 16 at 7:53AM MST until April 16 at 9:00PM MST by NWS Phoenix AZ,Update,Imperial County Southeast; Salton Sea; Imperial County West; Imperial Valley; Chuckwalla Mountains,NWS Phoenix AZ,2019-04-16 15:53:00,Moderate,Expected
47,Met,"* IN THE MAIN CHANNEL...

* GENERAL SEAS...6 to 7 feet today through Wednesday.

* FIRST EBB...Around 330 PM today. Seas 10 to 11 ft, with
breakers likely.

* SECOND EBB...Around 4 AM Wednesday. Seas 10 ft.",2019-04-17 00:00:00,Small Craft Advisory for Rough Bar,Small Craft Advisory for Rough Bar issued April 16 at 2:27PM PDT until April 16 at 5:00PM PDT by NWS Portland OR,Update,Columbia River Bar,NWS Portland OR,2019-04-16 21:27:00,Minor,Expected
48,Met,"* IN THE MAIN CHANNEL...

* GENERAL SEAS...6 to 7 feet today through Wednesday.

* FIRST EBB...Around 330 PM today. Seas 10 to 11 ft, with
breakers likely.

* SECOND EBB...Around 4 AM Wednesday. Seas 10 ft.",2019-04-17 13:00:00,Small Craft Advisory for Rough Bar,Small Craft Advisory for Rough Bar issued April 16 at 2:27PM PDT until April 17 at 6:00AM PDT by NWS Portland OR,Update,Columbia River Bar,NWS Portland OR,2019-04-16 21:27:00,Minor,Expected
55,Met,"* WHAT...Snow expected. Total snow accumulations of 5 to 9 inches
expected.

* WHERE...Northern and Southern Sangre de Cristo Mountains Above
11000 Feet, Wet Mountains Above 10000 Feet, and Pikes Peak
Above 11000 Feet.

* WHEN...From 6 AM to 9 PM MDT Wednesday.

* ADDITIONAL DETAILS...Travel could be very difficult.",2019-04-18 03:00:00,Winter Weather Advisory,Winter Weather Advisory issued April 16 at 3:17PM MDT until April 17 at 9:00PM MDT by NWS Pueblo CO,Alert,Northern Sangre de Cristo Mountains above 11000 Ft; Southern Sangre De Cristo Mountains Above 11000 Ft; Wet Mountains above 10000 Ft; Pikes Peak above 11000 Ft,NWS Pueblo CO,2019-04-16 21:17:00,Moderate,Expected
350,Met,"Morning update for the Mississippi River.

River forecasts include past precipitation and forecast rainfall for
the next 24 hours.
The Flood Warning continues for
The Mississippi River at New Boston LD17.
* Until further notice.
* At  8:00 AM Tuesday the stage was 19.8 feet and falling.
* Flood stage is 15.0 feet.
* Major flooding is occurring and is forecast to continue.
* Forecast, Fall to 19.7 feet Wednesday morning.
* Impact, At  18.1 feet, Lock and Dam 17 is closed.",,Flood Warning,Flood Warning issued April 16 at 10:09AM CDT by NWS Quad Cities IA IL,Update,"Mercer, IL; Louisa, IA",NWS Quad Cities IA IL,2019-04-16 15:09:00,Severe,Immediate
351,Met,"Morning update for the Mississippi River.

River forecasts include past precipitation and forecast rainfall for
the next 24 hours.
The Flood Warning continues for
The Mississippi River at Gregory Landing.
* Until further notice.
* At  9:00 AM Tuesday the stage was 20.0 feet and falling.
* Flood stage is 15.0 feet.
* Moderate flooding is occurring and is forecast to continue.
* Forecast, Fall to 19.9 feet Wednesday morning.",,Flood Warning,Flood Warning issued April 16 at 10:09AM CDT by NWS Quad Cities IA IL,Update,"Hancock, IL; Clark, MO",NWS Quad Cities IA IL,2019-04-16 15:09:00,Severe,Immediate
